Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,Equity,"179,941.82",0.00,"179,941.82","8,258.00",21.79,United States,New York Stock Exchange Inc.,USD,1.00
CHS,CHICOS FAS INC,Consumer Discretionary,Equity,"179,276.89",0.00,"179,276.89","32,071.00",5.59,United States,New York Stock Exchange Inc.,USD,1.00
VTOL,BRISTOW GROUP INC,Energy,Equity,"179,125.38",0.00,"179,125.38","6,181.00",28.98,United States,New York Stock Exchange Inc.,USD,1.00
ARKO,ARKO,Consumer Discretionary,Equity,"179,814.92",0.00,"179,814.92","18,653.00",9.64,United States,NASDAQ,USD,1.00
BHIL,BENSON HILL INC COMMON STOCK,Consumer Staples,Equity,"178,272.54",0.00,"178,272.54","59,823.00",2.98,United States,New York Stock Exchange Inc.,USD,1.00
SENS,SENSEONICS HOLDINGS INC,Health Care,Equity,"178,577.85",0.00,"178,577.85","108,229.00",1.65,United States,Nyse Mkt Llc,USD,1.00
CTT,CATCHMARK TIMBER TRUST INC CLASS A,Real Estate,Equity,"178,279.50",0.00,"178,279.50","16,979.00",10.50,United States,New York Stock Exchange Inc.,USD,1.00
KRNY,KEARNY FINANCIAL CORP,Financials,Equity,"176,978.88",0.00,"176,978.88","15,648.00",11.31,United States,NASDAQ,USD,1.00
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,Equity,"177,586.42",0.00,"177,586.42","19,261.00",9.22,United States,NASDAQ,USD,1.00
UVSP,UNIVEST FINANCIAL CORP,Financials,Equity,"177,110.25",0.00,"177,110.25","7,185.00",24.65,United States,NASDAQ,USD,1.00
LPSN,LIVEPERSON INC,Information Technology,Equity,"177,920.40",0.00,"177,920.40","16,520.00",10.77,United States,NASDAQ,USD,1.00
BORR,BORR DRILLING LTD,Energy,Equity,"177,128.90",0.00,"177,128.90","39,715.00",4.46,Norway,New York Stock Exchange Inc.,USD,1.00
RPT,RPT REALTY,Real Estate,Equity,"177,486.72",0.00,"177,486.72","18,624.00",9.53,United States,New York Stock Exchange Inc.,USD,1.00
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,"176,900.24",0.00,"176,900.24","4,903.00",36.08,United States,NASDAQ,USD,1.00
CRBU,CARIBOU BIOSCIENCES INC,Health Care,Equity,"176,235.35",0.00,"176,235.35","17,901.00",9.85,United States,NASDAQ,USD,1.00
HTLD,HEARTLAND EXPRESS INC,Industrials,Equity,"175,347.04",0.00,"175,347.04","11,896.00",14.74,United States,NASDAQ,USD,1.00
MBI,MBIA INC,Financials,Equity,"175,905.48",0.00,"175,905.48","15,009.00",11.72,United States,New York Stock Exchange Inc.,USD,1.00
SIGA,SIGA TECHNOLOGIES INC,Health Care,Equity,"175,105.10",0.00,"175,105.10","12,118.00",14.45,United States,NASDAQ,USD,1.00
GOSS,GOSSAMER BIO INC,Health Care,Equity,"174,223.68",0.00,"174,223.68","12,192.00",14.29,United States,NASDAQ,USD,1.00
TRST,TRUSTCO BANK CORP,Financials,Equity,"174,662.64",0.00,"174,662.64","5,288.00",33.03,United States,NASDAQ,USD,1.00
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Equity,"172,839.60",0.00,"172,839.60","2,460.00",70.26,United States,New York Stock Exchange Inc.,USD,1.00
UFCS,UNITED FIRE GROUP INC,Financials,Equity,"173,359.41",0.00,"173,359.41","5,939.00",29.19,United States,NASDAQ,USD,1.00
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,"173,516.28",0.00,"173,516.28","11,732.00",14.79,United States,New York Stock Exchange Inc.,USD,1.00
TITN,TITAN MACHINERY INC,Industrials,Equity,"173,396.61",0.00,"173,396.61","5,717.00",30.33,United States,NASDAQ,USD,1.00
FEAM,5E ADVANCED MATERIALS INC,Materials,Equity,"172,931.85",0.00,"172,931.85","10,815.00",15.99,Australia,NASDAQ,USD,1.00
MRSN,MERSANA THERAPEUTICS INC,Health Care,Equity,"172,453.00",0.00,"172,453.00","22,252.00",7.75,United States,NASDAQ,USD,1.00
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,"171,785.97",0.00,"171,785.97","9,689.00",17.73,United States,NASDAQ,USD,1.00
AVPT,AVEPOINT INC CLASS A,Information Technology,Equity,"172,532.80",0.00,"172,532.80","39,212.00",4.40,United States,NASDAQ,USD,1.00
UMH,UMH PROPERTIES INC,Real Estate,Equity,"171,875.55",0.00,"171,875.55","9,705.00",17.71,United States,New York Stock Exchange Inc.,USD,1.00
AVD,AMER VANGUARD CORP,Materials,Equity,"171,481.52",0.00,"171,481.52","8,812.00",19.46,United States,New York Stock Exchange Inc.,USD,1.00
PFBC,PREFERRED BANK,Financials,Equity,"171,222.38",0.00,"171,222.38","2,534.00",67.57,United States,NASDAQ,USD,1.00
RETA,REATA PHARMACEUTICALS INC CLASS A,Health Care,Equity,"171,759.17",0.00,"171,759.17","7,337.00",23.41,United States,NASDAQ,USD,1.00
HWKN,HAWKINS INC,Materials,Equity,"170,043.24",0.00,"170,043.24","4,476.00",37.99,United States,NASDAQ,USD,1.00
SXC,SUNCOKE ENERGY INC,Materials,Equity,"170,411.04",0.00,"170,411.04","26,298.00",6.48,United States,New York Stock Exchange Inc.,USD,1.00
BCML,BAYCOM CORP,Financials,Equity,"169,889.50",0.00,"169,889.50","9,085.00",18.70,United States,NASDAQ,USD,1.00
CFB,CROSSFIRST BANKSHARES INC,Financials,Equity,"170,439.88",0.00,"170,439.88","12,844.00",13.27,United States,NASDAQ,USD,1.00
ALEC,ALECTOR INC,Health Care,Equity,"168,908.08",0.00,"168,908.08","16,148.00",10.46,United States,NASDAQ,USD,1.00
CHRS,COHERUS BIOSCIENCES INC,Health Care,Equity,"168,932.40",0.00,"168,932.40","16,562.00",10.20,United States,NASDAQ,USD,1.00
NRIX,NURIX THERAPEUTICS INC,Health Care,Equity,"169,533.28",0.00,"169,533.28","10,576.00",16.03,United States,NASDAQ,USD,1.00
BNGO,BIONANO GENOMICS INC,Health Care,Equity,"169,274.49",0.00,"169,274.49","73,279.00",2.31,United States,NASDAQ,USD,1.00
DCPH,DECIPHERA PHARMACEUTICALS INC,Health Care,Equity,"168,136.50",0.00,"168,136.50","10,050.00",16.73,United States,NASDAQ,USD,1.00
EBIX,EBIX INC,Information Technology,Equity,"168,021.44",0.00,"168,021.44","6,808.00",24.68,United States,NASDAQ,USD,1.00
DENN,DENNYS CORP,Consumer Discretionary,Equity,"168,357.59",0.00,"168,357.59","17,519.00",9.61,United States,NASDAQ,USD,1.00
CBAN,COLONY BANKCORP INC,Financials,Equity,"167,925.60",0.00,"167,925.60","11,952.00",14.05,United States,NASDAQ,USD,1.00
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,Equity,"168,621.32",0.00,"168,621.32","9,436.00",17.87,United States,NASDAQ,USD,1.00
ZGN,Ermenegildo Zenga N V (A),Consumer Discretionary,Equity,"167,126.96",0.00,"167,126.96","16,696.00",10.01,Italy,New York Stock Exchange Inc.,USD,1.00
CAC,CAMDEN NATIONAL CORP,Financials,Equity,"167,086.92",0.00,"167,086.92","3,718.00",44.94,United States,NASDAQ,USD,1.00
THRY,THRYV HOLDINGS INC,Communication,Equity,"166,823.41",0.00,"166,823.41","6,649.00",25.09,United States,NASDAQ,USD,1.00
CDRE,CADRE HOLDINGS INC,Industrials,Equity,"167,073.06",0.00,"167,073.06","6,699.00",24.94,United States,New York Stock Exchange Inc.,USD,1.00
STRL,STERLING INFRASTRUCTURE INC,Industrials,Equity,"165,906.60",0.00,"165,906.60","6,780.00",24.47,United States,NASDAQ,USD,1.00
HMST,HOMESTREET INC,Financials,Equity,"166,177.44",0.00,"166,177.44","4,842.00",34.32,United States,NASDAQ,USD,1.00
CDE,COEUR MINING INC,Materials,Equity,"164,952.28",0.00,"164,952.28","60,868.00",2.71,United States,New York Stock Exchange Inc.,USD,1.00
UIS,UNISYS CORP,Information Technology,Equity,"164,346.00",0.00,"164,346.00","18,060.00",9.10,United States,New York Stock Exchange Inc.,USD,1.00
TTI,TETRA TECHNOLOGIES INC,Energy,Equity,"164,122.56",0.00,"164,122.56","41,868.00",3.92,United States,New York Stock Exchange Inc.,USD,1.00
HCCI,HERITAGE CRYSTAL INC,Industrials,Equity,"164,138.24",0.00,"164,138.24","5,234.00",31.36,United States,NASDAQ,USD,1.00
MORF,MORPHIC HOLDING INC,Health Care,Equity,"163,832.39",0.00,"163,832.39","5,783.00",28.33,United States,NASDAQ,USD,1.00
RES,RPC INC,Energy,Equity,"162,601.26",0.00,"162,601.26","20,793.00",7.82,United States,New York Stock Exchange Inc.,USD,1.00
PEBO,PEOPLES BANCORP INC,Financials,Equity,"163,318.96",0.00,"163,318.96","5,464.00",29.89,United States,NASDAQ,USD,1.00
WINA,WINMARK CORP,Consumer Discretionary,Equity,"163,267.56",0.00,"163,267.56",774.00,210.94,United States,NASDAQ,USD,1.00
WTTR,SELECT ENERGY SERVICES INC CLASS A,Energy,Equity,"162,612.00",0.00,"162,612.00","22,585.00",7.20,United States,New York Stock Exchange Inc.,USD,1.00
CTBI,COMMUNITY TRUST BANCORP INC,Financials,Equity,"161,563.32",0.00,"161,563.32","3,844.00",42.03,United States,NASDAQ,USD,1.00
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Equity,"162,020.16",0.00,"162,020.16","4,848.00",33.42,United States,NASDAQ,USD,1.00
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Equity,"161,525.61",0.00,"161,525.61","8,929.00",18.09,United States,NASDAQ,USD,1.00
OSBC,OLD SECOND BANCORP INC,Financials,Equity,"160,974.00",0.00,"160,974.00","11,924.00",13.50,United States,NASDAQ,USD,1.00
MPB,MID PENN BANCORP INC,Financials,Equity,"161,417.48",0.00,"161,417.48","5,597.00",28.84,United States,NASDAQ,USD,1.00
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,Equity,"161,352.10",0.00,"161,352.10","6,370.00",25.33,United States,NASDAQ,USD,1.00
KELYA,KELLY SERVICES INC CLASS A,Industrials,Equity,"160,924.68",0.00,"160,924.68","10,083.00",15.96,United States,NASDAQ,USD,1.00
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,"160,883.24",0.00,"160,883.24","3,241.00",49.64,United States,New York Stock Exchange Inc.,USD,1.00
SMBK,SMARTFINANCIAL INC,Financials,Equity,"160,382.31",0.00,"160,382.31","6,423.00",24.97,United States,NASDAQ,USD,1.00
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Financials,Equity,"160,147.00",0.00,"160,147.00","8,255.00",19.40,United States,New York Stock Exchange Inc.,USD,1.00
LFST,LIFESTANCE HEALTH GROUP INC,Health Care,Equity,"159,635.74",0.00,"159,635.74","23,407.00",6.82,United States,NASDAQ,USD,1.00
ACCO,ACCO BRANDS CORP,Industrials,Equity,"158,815.80",0.00,"158,815.80","27,765.00",5.72,United States,New York Stock Exchange Inc.,USD,1.00
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,Equity,"159,278.22",0.00,"159,278.22","10,902.00",14.61,Panama,New York Stock Exchange Inc.,USD,1.00
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,Equity,"158,645.64",0.00,"158,645.64","35,731.00",4.44,United States,New York Stock Exchange Inc.,USD,1.00
HCKT,HACKETT GROUP INC,Information Technology,Equity,"159,179.84",0.00,"159,179.84","7,888.00",20.18,United States,NASDAQ,USD,1.00
BY,BYLINE BANCORP INC,Financials,Equity,"159,127.50",0.00,"159,127.50","7,350.00",21.65,United States,New York Stock Exchange Inc.,USD,1.00
FORG,FORGEROCK INC CLASS A,Information Technology,Equity,"159,174.33",0.00,"159,174.33","9,303.00",17.11,United States,New York Stock Exchange Inc.,USD,1.00
ARTNA,ARTESIAN RESOURCES CORP CLASS A,Utilities,Equity,"158,769.60",0.00,"158,769.60","2,910.00",54.56,United States,NASDAQ,USD,1.00
DM,DESKTOP METAL INC CLASS A,Industrials,Equity,"158,812.64",0.00,"158,812.64","52,241.00",3.04,United States,New York Stock Exchange Inc.,USD,1.00
RLMD,RELMADA THERAPEUTICS INC,Health Care,Equity,"158,199.56",0.00,"158,199.56","5,323.00",29.72,United States,NASDAQ,USD,1.00
GES,GUESS INC,Consumer Discretionary,Equity,"157,848.60",0.00,"157,848.60","9,555.00",16.52,United States,New York Stock Exchange Inc.,USD,1.00
BXC,BLUELINX HOLDINGS INC,Industrials,Equity,"158,280.39",0.00,"158,280.39","2,283.00",69.33,United States,New York Stock Exchange Inc.,USD,1.00
NSTG,NANOSTRING TECHNOLOGIES INC,Health Care,Equity,"156,552.11",0.00,"156,552.11","11,869.00",13.19,United States,NASDAQ,USD,1.00
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,Equity,"157,107.80",0.00,"157,107.80","3,236.00",48.55,United States,NASDAQ,USD,1.00
MBWM,MERCANTILE BANK CORP,Financials,Equity,"156,984.80",0.00,"156,984.80","4,760.00",32.98,United States,NASDAQ,USD,1.00
CEVA,CEVA INC,Information Technology,Equity,"156,529.19",0.00,"156,529.19","5,657.00",27.67,United States,NASDAQ,USD,1.00
PLOW,DOUGLAS DYNAMICS INC,Industrials,Equity,"156,819.54",0.00,"156,819.54","5,466.00",28.69,United States,New York Stock Exchange Inc.,USD,1.00
ASLE,AERSALE CORP,Industrials,Equity,"156,763.47",0.00,"156,763.47","7,419.00",21.13,United States,NASDAQ,USD,1.00
TILE,INTERFACE INC,Industrials,Equity,"155,891.01",0.00,"155,891.01","14,421.00",10.81,United States,NASDAQ,USD,1.00
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"155,491.44",0.00,"155,491.44","9,272.00",16.77,United States,New York Stock Exchange Inc.,USD,1.00
WSR,WHITESTONE REIT,Real Estate,Equity,"156,032.95",0.00,"156,032.95","15,745.00",9.91,United States,New York Stock Exchange Inc.,USD,1.00
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication,Equity,"154,761.18",0.00,"154,761.18","98,574.00",1.57,United States,New York Stock Exchange Inc.,USD,1.00
MSBI,MIDLAND STATES BANCORP INC,Financials,Equity,"155,139.06",0.00,"155,139.06","6,238.00",24.87,United States,NASDAQ,USD,1.00
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Equity,"154,841.44",0.00,"154,841.44","1,972.00",78.52,United States,NASDAQ,USD,1.00
VNDA,VANDA PHARMACEUTICALS INC,Health Care,Equity,"154,693.14",0.00,"154,693.14","14,903.00",10.38,United States,NASDAQ,USD,1.00
CORZ,CORE SCIENTIFIC INC,Information Technology,Equity,"154,908.40",0.00,"154,908.40","73,070.00",2.12,United States,NASDAQ,USD,1.00
TNK,TEEKAY TANKERS LTD CLASS A,Energy,Equity,"154,768.96",0.00,"154,768.96","6,406.00",24.16,Canada,New York Stock Exchange Inc.,USD,1.00
CLDT,CHATHAM LODGING TRUST REIT,Real Estate,Equity,"155,090.76",0.00,"155,090.76","12,892.00",12.03,United States,New York Stock Exchange Inc.,USD,1.00
FMNB,FARMERS NATIONAL BANC CORP,Financials,Equity,"153,610.10",0.00,"153,610.10","10,810.00",14.21,United States,NASDAQ,USD,1.00
CRMT,AMERICAS CAR MART INC,Consumer Discretionary,Equity,"152,841.88",0.00,"152,841.88","1,954.00",78.22,United States,NASDAQ,USD,1.00
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,"152,999.49",0.00,"152,999.49","7,563.00",20.23,United States,NASDAQ,USD,1.00
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Equity,"152,936.02",0.00,"152,936.02","6,014.00",25.43,United States,NASDAQ,USD,1.00
RUTH,RUTHS HOSPITALITY GROUP INC,Consumer Discretionary,Equity,"152,719.50",0.00,"152,719.50","8,475.00",18.02,United States,NASDAQ,USD,1.00
ERAS,ERASCA INC,Health Care,Equity,"152,746.36",0.00,"152,746.36","17,279.00",8.84,United States,NASDAQ,USD,1.00
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Real Estate,Equity,"152,876.08",0.00,"152,876.08","9,254.00",16.52,United States,New York Stock Exchange Inc.,USD,1.00
CNDT,CONDUENT INC,Information Technology,Equity,"151,376.61",0.00,"151,376.61","37,939.00",3.99,United States,NASDAQ,USD,1.00
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,"151,232.56",0.00,"151,232.56","2,579.00",58.64,United States,NASDAQ,USD,1.00
CERS,CERUS CORP,Health Care,Equity,"152,084.24",0.00,"152,084.24","38,797.00",3.92,United States,NASDAQ,USD,1.00
HAYN,HAYNES INTERNATIONAL INC,Materials,Equity,"151,554.13",0.00,"151,554.13","3,899.00",38.87,United States,NASDAQ,USD,1.00
JMSB,JOHN MARSHALL BANCORP INC,Financials,Equity,"150,129.55",0.00,"150,129.55","5,899.00",25.45,United States,NASDAQ,USD,1.00
TMST,TIMKENSTEEL CORP,Materials,Equity,"150,514.59",0.00,"150,514.59","10,041.00",14.99,United States,New York Stock Exchange Inc.,USD,1.00
HSTM,HEALTHSTREAM INC,Health Care,Equity,"151,119.63",0.00,"151,119.63","6,891.00",21.93,United States,NASDAQ,USD,1.00
FBMS,FIRST BANCSHARES INC,Financials,Equity,"151,010.32",0.00,"151,010.32","5,032.00",30.01,United States,NASDAQ,USD,1.00
THR,THERMON GROUP HOLDINGS INC,Industrials,Equity,"150,675.00",0.00,"150,675.00","8,750.00",17.22,United States,New York Stock Exchange Inc.,USD,1.00
BFST,BUSINESS FIRST BANCSHARES INC,Financials,Equity,"150,239.65",0.00,"150,239.65","6,535.00",22.99,United States,NASDAQ,USD,1.00
MIRM,MIRUM PHARMACEUTICALS INC,Health Care,Equity,"150,154.97",0.00,"150,154.97","5,999.00",25.03,United States,NASDAQ,USD,1.00
PSFE,PAYSAFE LTD,Information Technology,Equity,"150,671.96",0.00,"150,671.96","95,362.00",1.58,United States,New York Stock Exchange Inc.,USD,1.00
ITOS,ITEOS THERAPEUTICS INC,Health Care,Equity,"149,797.30",0.00,"149,797.30","6,599.00",22.70,United States,NASDAQ,USD,1.00
GEVO,GEVO INC,Energy,Equity,"150,026.82",0.00,"150,026.82","53,201.00",2.82,United States,NASDAQ,USD,1.00
WE,WEWORK INC CLASS A,Real Estate,Equity,"149,326.81",0.00,"149,326.81","38,191.00",3.91,United States,New York Stock Exchange Inc.,USD,1.00
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"149,404.32",0.00,"149,404.32","10,764.00",13.88,United States,NASDAQ,USD,1.00
AMRK,A MARK PRECIOUS METALS INC,Financials,Equity,"148,713.04",0.00,"148,713.04","5,144.00",28.91,United States,NASDAQ,USD,1.00
TWI,TITAN INTERNATIONAL INC,Industrials,Equity,"149,026.05",0.00,"149,026.05","11,163.00",13.35,United States,New York Stock Exchange Inc.,USD,1.00
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Financials,Equity,"147,534.40",0.00,"147,534.40","8,528.00",17.30,United States,New York Stock Exchange Inc.,USD,1.00
AMPS,ALTUS POWER INC CLASS A,Utilities,Equity,"147,427.28",0.00,"147,427.28","14,014.00",10.52,United States,New York Stock Exchange Inc.,USD,1.00
CMAX,CAREMAX INC CLASS A,Health Care,Equity,"147,688.10",0.00,"147,688.10","22,445.00",6.58,United States,NASDAQ,USD,1.00
KROS,KEROS THERAPEUTICS INC,Health Care,Equity,"147,718.02",0.00,"147,718.02","4,101.00",36.02,United States,NASDAQ,USD,1.00
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,Equity,"148,018.50",0.00,"148,018.50","9,525.00",15.54,United States,NASDAQ,USD,1.00
AROW,ARROW FINANCIAL CORP,Financials,Equity,"147,830.54",0.00,"147,830.54","4,699.00",31.46,United States,NASDAQ,USD,1.00
CBTX,CBTX INC,Financials,Equity,"147,844.32",0.00,"147,844.32","4,988.00",29.64,United States,NASDAQ,USD,1.00
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,"147,355.98",0.00,"147,355.98","22,566.00",6.53,United States,NASDAQ,USD,1.00
CIO,CITY OFFICE REIT INC,Real Estate,Equity,"147,373.28",0.00,"147,373.28","12,973.00",11.36,United States,New York Stock Exchange Inc.,USD,1.00
NVTA,INVITAE CORP,Health Care,Equity,"146,412.48",0.00,"146,412.48","53,048.00",2.76,United States,New York Stock Exchange Inc.,USD,1.00
MCBS,METROCITY BANKSHARES INC,Financials,Equity,"146,461.82",0.00,"146,461.82","7,573.00",19.34,United States,NASDAQ,USD,1.00
FPI,FARMLAND PARTNERS INC,Real Estate,Equity,"145,641.24",0.00,"145,641.24","10,242.00",14.22,United States,New York Stock Exchange Inc.,USD,1.00
RIOT,RIOT BLOCKCHAIN INC,Information Technology,Equity,"145,674.36",0.00,"145,674.36","21,972.00",6.63,United States,NASDAQ,USD,1.00
CCBG,CAPITAL CITY BANK INC,Financials,Equity,"145,692.00",0.00,"145,692.00","4,560.00",31.95,United States,NASDAQ,USD,1.00
CVGW,CALAVO GROWERS INC,Consumer Staples,Equity,"145,062.06",0.00,"145,062.06","4,134.00",35.09,United States,NASDAQ,USD,1.00
LUNG,PULMONX CORP,Health Care,Equity,"145,715.84",0.00,"145,715.84","8,024.00",18.16,United States,NASDAQ,USD,1.00
GPMT,GRANITE POINT MORTGAGE TRUST INC,Financials,Equity,"145,654.60",0.00,"145,654.60","16,006.00",9.10,United States,New York Stock Exchange Inc.,USD,1.00
PAYA,PAYA HOLDINGS INC CLASS A,Information Technology,Equity,"144,930.24",0.00,"144,930.24","22,932.00",6.32,United States,NASDAQ,USD,1.00
TBPH,THERAVANCE BIOPHARMA INC,Health Care,Equity,"144,204.30",0.00,"144,204.30","15,390.00",9.37,United States,NASDAQ,USD,1.00
FRPH,FRP HOLDINGS INC,Real Estate,Equity,"144,482.84",0.00,"144,482.84","2,518.00",57.38,United States,NASDAQ,USD,1.00
DXPE,DXP ENTERPRISES INC,Industrials,Equity,"144,500.40",0.00,"144,500.40","5,412.00",26.70,United States,NASDAQ,USD,1.00
FORR,FORRESTER RESEARCH INC,Industrials,Equity,"144,513.80",0.00,"144,513.80","3,631.00",39.80,United States,NASDAQ,USD,1.00
QNST,QUINSTREET INC,Communication,Equity,"144,892.80",0.00,"144,892.80","12,384.00",11.70,United States,NASDAQ,USD,1.00
ICPT,INTERCEPT PHARMACEUTICALS INC,Health Care,Equity,"144,894.42",0.00,"144,894.42","8,131.00",17.82,United States,NASDAQ,USD,1.00
TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples,Equity,"143,747.01",0.00,"143,747.01","4,071.00",35.31,United States,New York Stock Exchange Inc.,USD,1.00
YORW,YORK WATER,Utilities,Equity,"143,760.85",0.00,"143,760.85","3,295.00",43.63,United States,NASDAQ,USD,1.00
CNXN,PC CONNECTION INC,Information Technology,Equity,"143,370.50",0.00,"143,370.50","2,990.00",47.95,United States,NASDAQ,USD,1.00
RAPT,RAPT THERAPEUTICS INC,Health Care,Equity,"143,605.68",0.00,"143,605.68","5,452.00",26.34,United States,NASDAQ,USD,1.00
TARS,TARSUS PHARMACEUTICALS INC,Health Care,Equity,"143,078.40",0.00,"143,078.40","9,315.00",15.36,United States,NASDAQ,USD,1.00
BFS,SAUL CENTERS REIT INC,Real Estate,Equity,"143,155.08",0.00,"143,155.08","3,194.00",44.82,United States,New York Stock Exchange Inc.,USD,1.00
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,Equity,"143,458.35",0.00,"143,458.35","11,095.00",12.93,United States,New York Stock Exchange Inc.,USD,1.00
SPNS,SAPIENS INTERNATIONAL NV,Information Technology,Equity,"142,483.80",0.00,"142,483.80","6,870.00",20.74,Israel,NASDAQ,USD,1.00
TCBX,THIRD COAST BANCSHARES INC,Financials,Equity,"142,090.62",0.00,"142,090.62","7,833.00",18.14,United States,NASDAQ,USD,1.00
ONL,ORION OFFICE REIT INC,Real Estate,Equity,"142,678.80",0.00,"142,678.80","14,412.00",9.90,United States,New York Stock Exchange Inc.,USD,1.00
TCDA,TRICIDA INC,Health Care,Equity,"141,012.10",0.00,"141,012.10","11,290.00",12.49,United States,NASDAQ,USD,1.00
WSBF,WATERSTONE FINANCIAL INC,Financials,Equity,"141,747.80",0.00,"141,747.80","8,270.00",17.14,United States,NASDAQ,USD,1.00
RYI,RYERSON HOLDING CORP,Materials,Equity,"140,931.30",0.00,"140,931.30","5,010.00",28.13,United States,New York Stock Exchange Inc.,USD,1.00
BOWL,BOWLERO CORP CL A COM,Consumer Discretionary,Equity,"140,763.54",0.00,"140,763.54","12,062.00",11.67,United States,New York Stock Exchange Inc.,USD,1.00
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,"140,683.75",0.00,"140,683.75","6,025.00",23.35,United States,New York Stock Exchange Inc.,USD,1.00
BWB,BRIDGEWATER BANCSHARES INC,Financials,Equity,"139,995.45",0.00,"139,995.45","8,163.00",17.15,United States,NASDAQ,USD,1.00
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication,Equity,"139,866.26",0.00,"139,866.26","14,243.00",9.82,United States,New York Stock Exchange Inc.,USD,1.00
ATNI,ATN INTERNATIONAL INC,Communication,Equity,"139,180.46",0.00,"139,180.46","3,067.00",45.38,United States,NASDAQ,USD,1.00
MOV,MOVADO GROUP INC,Consumer Discretionary,Equity,"138,982.50",0.00,"138,982.50","4,350.00",31.95,United States,New York Stock Exchange Inc.,USD,1.00
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,Equity,"139,366.08",0.00,"139,366.08","3,906.00",35.68,United States,New York Stock Exchange Inc.,USD,1.00
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Real Estate,Equity,"139,603.62",0.00,"139,603.62","6,942.00",20.11,United States,New York Stock Exchange Inc.,USD,1.00
CTO,CTO REALTY GROWTH INC,Real Estate,Equity,"139,699.42",0.00,"139,699.42","6,697.00",20.86,United States,New York Stock Exchange Inc.,USD,1.00
HCAT,HEALTH CATALYST INC,Health Care,Equity,"138,666.92",0.00,"138,666.92","12,079.00",11.48,United States,NASDAQ,USD,1.00
CZNC,CITIZENS AND NORTHERN CORP,Financials,Equity,"137,868.75",0.00,"137,868.75","5,805.00",23.75,United States,NASDAQ,USD,1.00
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Equity,"138,513.96",0.00,"138,513.96","1,741.00",79.56,United States,NASDAQ,USD,1.00
WTBA,WEST BANCORPORATION INC,Financials,Equity,"137,863.80",0.00,"137,863.80","5,730.00",24.06,United States,NASDAQ,USD,1.00
ZUMZ,ZUMIEZ INC,Consumer Discretionary,Equity,"137,967.08",0.00,"137,967.08","5,402.00",25.54,United States,NASDAQ,USD,1.00
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Equity,"138,696.44",0.00,"138,696.44","14,708.00",9.43,United States,NASDAQ,USD,1.00
BASE,COUCHBASE INC,Information Technology,Equity,"137,364.85",0.00,"137,364.85","9,415.00",14.59,United States,NASDAQ,USD,1.00
GCO,GENESCO INC,Consumer Discretionary,Equity,"137,287.92",0.00,"137,287.92","3,192.00",43.01,United States,New York Stock Exchange Inc.,USD,1.00
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,Equity,"137,733.00",0.00,"137,733.00",465.00,296.20,United States,NASDAQ,USD,1.00
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Equity,"137,669.04",0.00,"137,669.04","4,404.00",31.26,United States,NASDAQ,USD,1.00
BMRC,BANK OF MARIN BANCORP,Financials,Equity,"136,919.12",0.00,"136,919.12","4,498.00",30.44,United States,NASDAQ,USD,1.00
PLCE,CHILDRENS PLACE INC,Consumer Discretionary,Equity,"136,705.38",0.00,"136,705.38","3,241.00",42.18,United States,NASDAQ,USD,1.00
