Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate
PAYC,PAYCOM SOFTWARE INC,Information Technology,Equity,"4,656,410.28",0.05,"4,656,410.28","13,518.00",344.46,United States,New York Stock Exchange Inc.,USD,1.00
PODD,INSULET CORP,Health Care,Equity,"4,655,368.05",0.05,"4,655,368.05","18,303.00",254.35,United States,NASDAQ,USD,1.00
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,"4,645,909.98",0.05,"4,645,909.98","128,411.00",36.18,United States,New York Stock Exchange Inc.,USD,1.00
CLX,CLOROX,Consumer Staples,Equity,"4,621,626.05",0.04,"4,621,626.05","32,353.00",142.85,United States,New York Stock Exchange Inc.,USD,1.00
BALL,BALL CORP,Materials,Equity,"4,610,073.43",0.04,"4,610,073.43","82,603.00",55.81,United States,New York Stock Exchange Inc.,USD,1.00
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"4,591,314.25",0.04,"4,591,314.25","20,941.00",219.25,United States,NASDAQ,USD,1.00
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"4,575,919.92",0.04,"4,575,919.92","17,204.00",265.98,United States,New York Stock Exchange Inc.,USD,1.00
AES,AES CORP,Utilities,Equity,"4,574,681.00",0.04,"4,574,681.00","174,940.00",26.15,United States,New York Stock Exchange Inc.,USD,1.00
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"4,575,029.04",0.04,"4,575,029.04","345,546.00",13.24,United States,New York Stock Exchange Inc.,USD,1.00
EQT,EQT CORP,Energy,Equity,"4,570,510.32",0.04,"4,570,510.32","96,669.00",47.28,United States,New York Stock Exchange Inc.,USD,1.00
VRSN,VERISIGN INC,Information Technology,Equity,"4,564,011.85",0.04,"4,564,011.85","25,153.00",181.45,United States,NASDAQ,USD,1.00
STE,STERIS,Health Care,Equity,"4,472,362.35",0.04,"4,472,362.35","22,455.00",199.17,United States,New York Stock Exchange Inc.,USD,1.00
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"4,467,308.79",0.04,"4,467,308.79","12,149.00",367.71,United States,New York Stock Exchange Inc.,USD,1.00
PKI,PERKINELMER INC,Health Care,Equity,"4,466,907.51",0.04,"4,466,907.51","33,189.00",134.59,United States,New York Stock Exchange Inc.,USD,1.00
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,"4,452,777.36",0.04,"4,452,777.36","49,674.00",89.64,United States,NASDAQ,USD,1.00
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"4,431,824.48",0.04,"4,431,824.48","43,586.00",101.68,United States,NASDAQ,USD,1.00
RBLX,ROBLOX CORP CLASS A,Communication,Equity,"4,411,777.02",0.04,"4,411,777.02","116,283.00",37.94,United States,New York Stock Exchange Inc.,USD,1.00
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"4,349,709.00",0.04,"4,349,709.00","95,598.00",45.50,United States,NASDAQ,USD,1.00
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"4,348,649.70",0.04,"4,348,649.70","74,070.00",58.71,United States,New York Stock Exchange Inc.,USD,1.00
HOLX,HOLOGIC INC,Health Care,Equity,"4,327,356.80",0.04,"4,327,356.80","64,090.00",67.52,United States,NASDAQ,USD,1.00
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"4,319,034.96",0.04,"4,319,034.96","10,034.00",430.44,United States,New York Stock Exchange Inc.,USD,1.00
KEY,KEYCORP,Financials,Equity,"4,285,920.60",0.04,"4,285,920.60","244,212.00",17.55,United States,New York Stock Exchange Inc.,USD,1.00
XYL,XYLEM INC,Industrials,Equity,"4,276,289.64",0.04,"4,276,289.64","46,884.00",91.21,United States,New York Stock Exchange Inc.,USD,1.00
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"4,228,838.40",0.04,"4,228,838.40","42,976.00",98.40,United States,NASDAQ,USD,1.00
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"4,228,927.66",0.04,"4,228,927.66","132,278.00",31.97,United States,New York Stock Exchange Inc.,USD,1.00
TRGP,TARGA RESOURCES CORP,Energy,Equity,"4,209,155.58",0.04,"4,209,155.58","60,459.00",69.62,United States,New York Stock Exchange Inc.,USD,1.00
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,"4,191,505.14",0.04,"4,191,505.14","122,487.00",34.22,United States,New York Stock Exchange Inc.,USD,1.00
WPC,W. P. CAREY REIT INC,Real Estate,Equity,"4,184,581.50",0.04,"4,184,581.50","49,995.00",83.70,United States,New York Stock Exchange Inc.,USD,1.00
NTAP,NETAPP INC,Information Technology,Equity,"4,179,930.48",0.04,"4,179,930.48","58,641.00",71.28,United States,NASDAQ,USD,1.00
TRMB,TRIMBLE INC,Information Technology,Equity,"4,165,642.96",0.04,"4,165,642.96","67,058.00",62.12,United States,NASDAQ,USD,1.00
ATO,ATMOS ENERGY CORP,Utilities,Equity,"4,164,465.25",0.04,"4,164,465.25","36,355.00",114.55,United States,New York Stock Exchange Inc.,USD,1.00
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"4,156,281.60",0.04,"4,156,281.60","13,966.00",297.60,United States,NASDAQ,USD,1.00
MKL,MARKEL CORP,Financials,Equity,"4,128,923.10",0.04,"4,128,923.10","3,495.00","1,181.38",United States,New York Stock Exchange Inc.,USD,1.00
FLT,FLEETCOR TECHNOLOGIES INC,Information Technology,Equity,"4,127,192.32",0.04,"4,127,192.32","19,736.00",209.12,United States,New York Stock Exchange Inc.,USD,1.00
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,"4,113,520.46",0.04,"4,113,520.46","97,778.00",42.07,United States,NASDAQ,USD,1.00
MTCH,MATCH GROUP INC,Communication,Equity,"4,103,957.32",0.04,"4,103,957.32","74,374.00",55.18,United States,NASDAQ,USD,1.00
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"4,098,566.48",0.04,"4,098,566.48","32,744.00",125.17,United States,New York Stock Exchange Inc.,USD,1.00
MDB,MONGODB INC CLASS A,Information Technology,Equity,"4,092,512.31",0.04,"4,092,512.31","16,713.00",244.87,United States,NASDAQ,USD,1.00
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"4,082,100.28",0.04,"4,082,100.28","47,252.00",86.39,United States,New York Stock Exchange Inc.,USD,1.00
EVRG,EVERGY INC,Utilities,Equity,"4,073,484.60",0.04,"4,073,484.60","59,580.00",68.37,United States,New York Stock Exchange Inc.,USD,1.00
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"4,068,582.90",0.04,"4,068,582.90","39,849.00",102.10,United States,NASDAQ,USD,1.00
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"4,036,634.03",0.04,"4,036,634.03","65,647.00",61.49,United States,NASDAQ,USD,1.00
IEX,IDEX CORP,Industrials,Equity,"4,020,602.02",0.04,"4,020,602.02","20,101.00",200.02,United States,New York Stock Exchange Inc.,USD,1.00
AVY,AVERY DENNISON CORP,Materials,Equity,"4,011,190.48",0.04,"4,011,190.48","21,626.00",185.48,United States,New York Stock Exchange Inc.,USD,1.00
CSL,CARLISLE COMPANIES INC,Industrials,Equity,"3,996,051.92",0.04,"3,996,051.92","13,502.00",295.96,United States,New York Stock Exchange Inc.,USD,1.00
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"3,954,225.62",0.04,"3,954,225.62","40,841.00",96.82,United States,NASDAQ,USD,1.00
J,JACOBS SOLUTIONS INC,Industrials,Equity,"3,948,912.00",0.04,"3,948,912.00","33,240.00",118.80,United States,New York Stock Exchange Inc.,USD,1.00
IP,INTERNATIONAL PAPER,Materials,Equity,"3,944,465.03",0.04,"3,944,465.03","96,371.00",40.93,United States,New York Stock Exchange Inc.,USD,1.00
CTLT,CATALENT INC,Health Care,Equity,"3,921,219.34",0.04,"3,921,219.34","44,773.00",87.58,United States,New York Stock Exchange Inc.,USD,1.00
BRO,BROWN & BROWN INC,Financials,Equity,"3,912,261.12",0.04,"3,912,261.12","62,208.00",62.89,United States,New York Stock Exchange Inc.,USD,1.00
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"3,890,514.03",0.04,"3,890,514.03","74,631.00",52.13,United States,New York Stock Exchange Inc.,USD,1.00
AVTR,AVANTOR INC,Health Care,Equity,"3,882,343.50",0.04,"3,882,343.50","158,463.00",24.50,United States,New York Stock Exchange Inc.,USD,1.00
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"3,875,267.52",0.04,"3,875,267.52","10,656.00",363.67,United States,New York Stock Exchange Inc.,USD,1.00
SJM,JM SMUCKER,Consumer Staples,Equity,"3,872,960.00",0.04,"3,872,960.00","27,664.00",140.00,United States,New York Stock Exchange Inc.,USD,1.00
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,"3,869,499.96",0.04,"3,869,499.96","66,452.00",58.23,United States,New York Stock Exchange Inc.,USD,1.00
BILL,BILL COM HOLDINGS INC,Information Technology,Equity,"3,862,358.04",0.04,"3,862,358.04","25,811.00",149.64,United States,New York Stock Exchange Inc.,USD,1.00
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,"3,842,969.26",0.04,"3,842,969.26","36,803.00",104.42,United States,New York Stock Exchange Inc.,USD,1.00
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"3,804,953.04",0.04,"3,804,953.04","30,408.00",125.13,United States,New York Stock Exchange Inc.,USD,1.00
UDR,UDR REIT INC,Real Estate,Equity,"3,794,643.60",0.04,"3,794,643.60","83,730.00",45.32,United States,New York Stock Exchange Inc.,USD,1.00
BBY,BEST BUY INC,Consumer Discretionary,Equity,"3,787,920.44",0.04,"3,787,920.44","53,246.00",71.14,United States,New York Stock Exchange Inc.,USD,1.00
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"3,774,925.28",0.04,"3,774,925.28","32,723.00",115.36,United States,NASDAQ,USD,1.00
VFC,VF CORP,Consumer Discretionary,Equity,"3,766,644.75",0.04,"3,766,644.75","92,433.00",40.75,United States,New York Stock Exchange Inc.,USD,1.00
HUBS,HUBSPOT INC,Information Technology,Equity,"3,752,784.00",0.04,"3,752,784.00","11,900.00",315.36,United States,New York Stock Exchange Inc.,USD,1.00
COO,COOPER INC,Health Care,Equity,"3,749,093.58",0.04,"3,749,093.58","12,686.00",295.53,United States,New York Stock Exchange Inc.,USD,1.00
KMX,CARMAX INC,Consumer Discretionary,Equity,"3,733,996.20",0.04,"3,733,996.20","42,645.00",87.56,United States,New York Stock Exchange Inc.,USD,1.00
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"3,711,950.82",0.04,"3,711,950.82","42,057.00",88.26,United States,NASDAQ,USD,1.00
TRU,TRANSUNION,Industrials,Equity,"3,709,040.40",0.04,"3,709,040.40","50,258.00",73.80,United States,New York Stock Exchange Inc.,USD,1.00
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"3,707,892.76",0.04,"3,707,892.76","21,974.00",168.74,United States,NASDAQ,USD,1.00
LKQ,LKQ CORP,Consumer Discretionary,Equity,"3,704,833.30",0.04,"3,704,833.30","69,314.00",53.45,United States,NASDAQ,USD,1.00
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"3,694,200.43",0.04,"3,694,200.43","16,537.00",223.39,United States,New York Stock Exchange Inc.,USD,1.00
STLD,STEEL DYNAMICS INC,Materials,Equity,"3,678,300.36",0.04,"3,678,300.36","47,194.00",77.94,United States,NASDAQ,USD,1.00
SPLK,SPLUNK INC,Information Technology,Equity,"3,668,034.66",0.04,"3,668,034.66","42,002.00",87.33,United States,NASDAQ,USD,1.00
JKHY,JACK HENRY AND ASSOCIATES INC,Information Technology,Equity,"3,667,024.20",0.04,"3,667,024.20","19,180.00",191.19,United States,NASDAQ,USD,1.00
PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"3,661,310.52",0.04,"3,661,310.52","141,582.00",25.86,United States,New York Stock Exchange Inc.,USD,1.00
BG,BUNGE LTD,Consumer Staples,Equity,"3,642,181.86",0.04,"3,642,181.86","36,786.00",99.01,United States,New York Stock Exchange Inc.,USD,1.00
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"3,641,176.80",0.04,"3,641,176.80","40,620.00",89.64,United States,New York Stock Exchange Inc.,USD,1.00
OVV,OVINTIV INC,Energy,Equity,"3,618,333.36",0.04,"3,618,333.36","68,568.00",52.77,Canada,New York Stock Exchange Inc.,USD,1.00
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"3,572,175.09",0.03,"3,572,175.09","40,359.00",88.51,United States,New York Stock Exchange Inc.,USD,1.00
HZNP,HORIZON THERAPEUTICS PUBLIC PLC,Health Care,Equity,"3,566,040.00",0.03,"3,566,040.00","59,434.00",60.00,United States,NASDAQ,USD,1.00
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,"3,562,789.20",0.03,"3,562,789.20","481,458.00",7.40,United States,New York Stock Exchange Inc.,USD,1.00
ENTG,ENTEGRIS INC,Information Technology,Equity,"3,557,142.48",0.03,"3,557,142.48","38,631.00",92.08,United States,NASDAQ,USD,1.00
ETSY,ETSY INC,Consumer Discretionary,Equity,"3,519,630.24",0.03,"3,519,630.24","33,292.00",105.72,United States,NASDAQ,USD,1.00
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"3,515,727.84",0.03,"3,515,727.84","100,392.00",35.02,United States,New York Stock Exchange Inc.,USD,1.00
OMC,OMNICOM GROUP INC,Communication,Equity,"3,506,545.46",0.03,"3,506,545.46","52,921.00",66.26,United States,New York Stock Exchange Inc.,USD,1.00
TXT,TEXTRON INC,Industrials,Equity,"3,499,720.40",0.03,"3,499,720.40","56,584.00",61.85,United States,New York Stock Exchange Inc.,USD,1.00
WRB,WR BERKLEY CORP,Financials,Equity,"3,499,264.02",0.03,"3,499,264.02","54,026.00",64.77,United States,New York Stock Exchange Inc.,USD,1.00
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"3,499,614.00",0.03,"3,499,614.00","48,850.00",71.64,United States,New York Stock Exchange Inc.,USD,1.00
TER,TERADYNE INC,Information Technology,Equity,"3,493,077.60",0.03,"3,493,077.60","42,065.00",83.04,United States,NASDAQ,USD,1.00
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"3,493,223.92",0.03,"3,493,223.92","151,091.00",23.12,United States,NASDAQ,USD,1.00
PLUG,PLUG POWER INC,Industrials,Equity,"3,485,827.28",0.03,"3,485,827.28","134,744.00",25.87,United States,NASDAQ,USD,1.00
FSLR,FIRST SOLAR INC,Information Technology,Equity,"3,485,882.16",0.03,"3,485,882.16","27,576.00",126.41,United States,NASDAQ,USD,1.00
FMC,FMC CORP,Materials,Equity,"3,482,929.68",0.03,"3,482,929.68","32,722.00",106.44,United States,New York Stock Exchange Inc.,USD,1.00
POOL,POOL CORP,Consumer Discretionary,Equity,"3,477,856.80",0.03,"3,477,856.80","10,232.00",339.90,United States,NASDAQ,USD,1.00
APA,APA CORP,Energy,Equity,"3,472,600.00",0.03,"3,472,600.00","89,500.00",38.80,United States,NASDAQ,USD,1.00
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"3,468,195.72",0.03,"3,468,195.72","40,436.00",85.77,United States,New York Stock Exchange Inc.,USD,1.00
NDSN,NORDSON CORP,Industrials,Equity,"3,454,769.34",0.03,"3,454,769.34","15,441.00",223.74,United States,NASDAQ,USD,1.00
TECH,BIO TECHNE CORP,Health Care,Equity,"3,453,433.92",0.03,"3,453,433.92","10,464.00",330.03,United States,NASDAQ,USD,1.00
INCY,INCYTE CORP,Health Care,Equity,"3,450,400.24",0.03,"3,450,400.24","49,144.00",70.21,United States,NASDAQ,USD,1.00
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"3,444,080.15",0.03,"3,444,080.15","82,691.00",41.65,United States,NASDAQ,USD,1.00
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"3,442,178.00",0.03,"3,442,178.00","9,410.00",365.80,United States,New York Stock Exchange Inc.,USD,1.00
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Equity,"3,430,412.81",0.03,"3,430,412.81","34,397.00",99.73,United States,NASDAQ,USD,1.00
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"3,429,891.04",0.03,"3,429,891.04","73,936.00",46.39,United States,New York Stock Exchange Inc.,USD,1.00
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"3,425,715.26",0.03,"3,425,715.26","161,362.00",21.23,United States,New York Stock Exchange Inc.,USD,1.00
CTXS,CITRIX SYSTEMS INC,Information Technology,Equity,"3,422,799.38",0.03,"3,422,799.38","33,286.00",102.83,United States,NASDAQ,USD,1.00
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"3,388,450.74",0.03,"3,388,450.74","26,746.00",126.69,United States,New York Stock Exchange Inc.,USD,1.00
NLOK,NORTONLIFELOCK INC,Information Technology,Equity,"3,383,814.52",0.03,"3,383,814.52","148,153.00",22.84,United States,NASDAQ,USD,1.00
WOLF,WOLFSPEED INC,Information Technology,Equity,"3,371,526.87",0.03,"3,371,526.87","30,957.00",108.91,United States,New York Stock Exchange Inc.,USD,1.00
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"3,359,951.64",0.03,"3,359,951.64","28,044.00",119.81,United States,Cboe BZX formerly known as BATS,USD,1.00
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,"3,356,182.34",0.03,"3,356,182.34","41,671.00",80.54,United States,New York Stock Exchange Inc.,USD,1.00
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"3,341,042.63",0.03,"3,341,042.63","35,653.00",93.71,United States,New York Stock Exchange Inc.,USD,1.00
PINS,PINTEREST INC CLASS A,Communication,Equity,"3,325,308.97",0.03,"3,325,308.97","150,671.00",22.07,United States,New York Stock Exchange Inc.,USD,1.00
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity,"3,313,453.00",0.03,"3,313,453.00","51,935.00",63.80,United States,NASDAQ,USD,1.00
CHK,CHESAPEAKE ENERGY CORP,Energy,Equity,"3,276,459.00",0.03,"3,276,459.00","32,850.00",99.74,United States,NASDAQ,USD,1.00
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"3,273,869.85",0.03,"3,273,869.85","46,803.00",69.95,United States,New York Stock Exchange Inc.,USD,1.00
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"3,265,551.12",0.03,"3,265,551.12","23,992.00",136.11,United States,New York Stock Exchange Inc.,USD,1.00
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Information Technology,Equity,"3,265,797.44",0.03,"3,265,797.44","58,822.00",55.52,United States,NASDAQ,USD,1.00
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,"3,234,324.87",0.03,"3,234,324.87","33,999.00",95.13,United States,New York Stock Exchange Inc.,USD,1.00
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"3,228,552.04",0.03,"3,228,552.04","187,054.00",17.26,United States,NASDAQ,USD,1.00
PTC,PTC INC,Information Technology,Equity,"3,224,621.40",0.03,"3,224,621.40","28,028.00",115.05,United States,NASDAQ,USD,1.00
NVR,NVR INC,Consumer Discretionary,Equity,"3,221,293.31",0.03,"3,221,293.31",787.00,"4,093.13",United States,New York Stock Exchange Inc.,USD,1.00
ZS,ZSCALER INC,Information Technology,Equity,"3,214,262.88",0.03,"3,214,262.88","22,149.00",145.12,United States,NASDAQ,USD,1.00
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"3,203,236.90",0.03,"3,203,236.90","42,670.00",75.07,United States,New York Stock Exchange Inc.,USD,1.00
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,"3,186,504.30",0.03,"3,186,504.30","42,385.00",75.18,United States,New York Stock Exchange Inc.,USD,1.00
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"3,165,206.64",0.03,"3,165,206.64","96,324.00",32.86,United States,New York Stock Exchange Inc.,USD,1.00
NI,NISOURCE INC,Utilities,Equity,"3,150,916.50",0.03,"3,150,916.50","106,630.00",29.55,United States,New York Stock Exchange Inc.,USD,1.00
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"3,149,292.33",0.03,"3,149,292.33","86,973.00",36.21,United States,New York Stock Exchange Inc.,USD,1.00
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"3,135,196.87",0.03,"3,135,196.87","46,787.00",67.01,United States,New York Stock Exchange Inc.,USD,1.00
MAS,MASCO CORP,Industrials,Equity,"3,120,089.22",0.03,"3,120,089.22","62,577.00",49.86,United States,New York Stock Exchange Inc.,USD,1.00
FHN,FIRST HORIZON CORP,Financials,Equity,"3,091,476.60",0.03,"3,091,476.60","136,791.00",22.60,United States,New York Stock Exchange Inc.,USD,1.00
RGEN,REPLIGEN CORP,Health Care,Equity,"3,077,905.22",0.03,"3,077,905.22","14,633.00",210.34,United States,NASDAQ,USD,1.00
RPM,RPM INTERNATIONAL INC,Materials,Equity,"3,069,127.57",0.03,"3,069,127.57","33,169.00",92.53,United States,New York Stock Exchange Inc.,USD,1.00
EMN,EASTMAN CHEMICAL,Materials,Equity,"3,065,075.28",0.03,"3,065,075.28","34,239.00",89.52,United States,New York Stock Exchange Inc.,USD,1.00
CE,CELANESE CORP,Materials,Equity,"3,057,195.52",0.03,"3,057,195.52","28,604.00",106.88,United States,New York Stock Exchange Inc.,USD,1.00
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"3,047,817.96",0.03,"3,047,817.96","86,316.00",35.31,United States,NASDAQ,USD,1.00
AR,ANTERO RESOURCES CORP,Energy,Equity,"3,045,411.20",0.03,"3,045,411.20","77,060.00",39.52,United States,New York Stock Exchange Inc.,USD,1.00
ABMD,ABIOMED INC,Health Care,Equity,"3,036,915.00",0.03,"3,036,915.00","11,625.00",261.24,United States,NASDAQ,USD,1.00
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"3,031,803.65",0.03,"3,031,803.65","38,755.00",78.23,United States,New York Stock Exchange Inc.,USD,1.00
VTRS,VIATRIS INC,Health Care,Equity,"3,021,732.00",0.03,"3,021,732.00","319,760.00",9.45,United States,NASDAQ,USD,1.00
ZI,ZOOMINFO TECHNOLOGIES INC,Communication,Equity,"3,014,249.60",0.03,"3,014,249.60","72,896.00",41.35,United States,NASDAQ,USD,1.00
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"2,987,797.32",0.03,"2,987,797.32","60,777.00",49.16,United States,New York Stock Exchange Inc.,USD,1.00
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"2,968,369.62",0.03,"2,968,369.62","61,674.00",48.13,United States,NASDAQ,USD,1.00
SNA,SNAP ON INC,Industrials,Equity,"2,958,929.65",0.03,"2,958,929.65","13,865.00",213.41,United States,New York Stock Exchange Inc.,USD,1.00
FICO,FAIR ISAAC CORP,Information Technology,Equity,"2,957,520.50",0.03,"2,957,520.50","6,725.00",439.78,United States,New York Stock Exchange Inc.,USD,1.00
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"2,955,113.36",0.03,"2,955,113.36","100,651.00",29.36,United States,New York Stock Exchange Inc.,USD,1.00
L,LOEWS CORP,Financials,Equity,"2,940,395.21",0.03,"2,940,395.21","53,047.00",55.43,United States,New York Stock Exchange Inc.,USD,1.00
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"2,910,534.00",0.03,"2,910,534.00","15,825.00",183.92,United States,New York Stock Exchange Inc.,USD,1.00
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"2,899,983.36",0.03,"2,899,983.36","1,536.00","1,888.01",United States,New York Stock Exchange Inc.,USD,1.00
HUBB,HUBBELL INC,Industrials,Equity,"2,897,219.94",0.03,"2,897,219.94","14,041.00",206.34,United States,New York Stock Exchange Inc.,USD,1.00
Y,ALLEGHANY CORP,Financials,Equity,"2,887,988.76",0.03,"2,887,988.76","3,438.00",840.02,United States,New York Stock Exchange Inc.,USD,1.00
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"2,875,880.25",0.03,"2,875,880.25","39,531.00",72.75,United States,New York Stock Exchange Inc.,USD,1.00
DOCU,DOCUSIGN INC,Information Technology,Equity,"2,859,278.40",0.03,"2,859,278.40","52,512.00",54.45,United States,NASDAQ,USD,1.00
CCK,CROWN HOLDINGS INC,Materials,Equity,"2,843,343.03",0.03,"2,843,343.03","31,119.00",91.37,United States,New York Stock Exchange Inc.,USD,1.00
LSI,LIFE STORAGE INC,Real Estate,Equity,"2,843,463.15",0.03,"2,843,463.15","22,265.00",127.71,United States,New York Stock Exchange Inc.,USD,1.00
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"2,839,027.03",0.03,"2,839,027.03","104,261.00",27.23,United States,New York Stock Exchange Inc.,USD,1.00
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,"2,837,570.12",0.03,"2,837,570.12","81,004.00",35.03,United States,New York Stock Exchange Inc.,USD,1.00
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity,"2,824,099.85",0.03,"2,824,099.85","16,445.00",171.73,United States,New York Stock Exchange Inc.,USD,1.00
VST,VISTRA CORP,Utilities,Equity,"2,810,396.16",0.03,"2,810,396.16","112,596.00",24.96,United States,New York Stock Exchange Inc.,USD,1.00
GGG,GRACO INC,Industrials,Equity,"2,806,016.34",0.03,"2,806,016.34","44,238.00",63.43,United States,New York Stock Exchange Inc.,USD,1.00
ALLY,ALLY FINANCIAL INC,Financials,Equity,"2,796,171.84",0.03,"2,796,171.84","85,536.00",32.69,United States,New York Stock Exchange Inc.,USD,1.00
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,"2,780,206.22",0.03,"2,780,206.22","435,769.00",6.38,United States,New York Stock Exchange Inc.,USD,1.00
SBNY,SIGNATURE BANK,Financials,Equity,"2,779,703.12",0.03,"2,779,703.12","16,229.00",171.28,United States,NASDAQ,USD,1.00
RE,EVEREST RE GROUP LTD,Financials,Equity,"2,777,639.37",0.03,"2,777,639.37","10,137.00",274.01,United States,New York Stock Exchange Inc.,USD,1.00
QGEN,QIAGEN NV,Health Care,Equity,"2,768,613.51",0.03,"2,768,613.51","61,023.00",45.37,Germany,New York Stock Exchange Inc.,USD,1.00
SWAV,SHOCKWAVE MEDICAL INC,Health Care,Equity,"2,757,397.03",0.03,"2,757,397.03","9,437.00",292.19,United States,NASDAQ,USD,1.00
CMA,COMERICA INC,Financials,Equity,"2,749,444.08",0.03,"2,749,444.08","33,927.00",81.04,United States,New York Stock Exchange Inc.,USD,1.00
TFX,TELEFLEX INC,Health Care,Equity,"2,737,174.99",0.03,"2,737,174.99","12,287.00",222.77,United States,New York Stock Exchange Inc.,USD,1.00
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"2,737,538.40",0.03,"2,737,538.40","69,060.00",39.64,United States,New York Stock Exchange Inc.,USD,1.00
BKI,BLACK KNIGHT INC,Information Technology,Equity,"2,718,238.32",0.03,"2,718,238.32","40,962.00",66.36,United States,New York Stock Exchange Inc.,USD,1.00
HAS,HASBRO INC,Consumer Discretionary,Equity,"2,705,892.38",0.03,"2,705,892.38","34,378.00",78.71,United States,NASDAQ,USD,1.00
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"2,704,894.48",0.03,"2,704,894.48","18,547.00",145.84,United States,New York Stock Exchange Inc.,USD,1.00
